Main View,Measurement Accuracy,OCR-Right,Right-OCR,Time Stemp Error
Phasor Voltage V Current,190.0,"['c', 'V']",['C'],
VLL VLN,190.2 V,"['c', 'V']",['C'],
Voltage,188.5 v,"['c', 'V']",['C'],
AB BC CA,2.479 A,"['c', 'V']",['C'],
Current,2.483 A,"['c', 'V']",['C'],
A B c,2.488 A,"['c', 'V']",['C'],
,29.9 0,"['c', 'V']",['C'],
,-90.7 O,"['c', 'V']",['C'],
,149.6 0,"['c', 'V']",['C'],
,-30.4,"['c', 'V']",['C'],
,-150.2 O,"['c', 'V']",['C'],
,89.8 0,"['c', 'V']",['C'],
